Datum,ZĂˇpas,Tip,Kurz_Start,CLV,Edge,la,lh,Vklad,Sport,Vysledok,Kurz,Zápas
03.04.2026,,1,,,43.2%,,,14.81€,futbal,P,4.5,Verona vs Fiorentina
03.04.2026,,Over 2.5,,,43.0%,,,20.0€,futbal,P,2.2,Hoffenheim vs Mainz
03.04.2026,,Over 2.5,,,42.9%,,,20.0€,futbal,V,2.25,Excelsior vs Nijmegen
03.04.2026,,1,,,42.8%,,,20.0€,futbal,P,2.34,Hamburg vs Augsburg
03.04.2026,,1,,,42.7%,,,20.0€,futbal,P,3.45,Genclerbirligi vs Goztep
03.04.2026,,Over 2.5,,,42.5%,,,20.0€,futbal,V,1.88,AZ Alkmaar vs For Sittard
03.04.2026,,Over 2.5,,,42.4%,,,20.0€,futbal,V,2.3,Telstar vs Groningen
03.04.2026,,Over 2.5,,,42.1%,,,20.0€,futbal,V,2.15,Sociedad vs Levante
03.04.2026,,2,,,41.3%,,,12.7€,futbal,V,4.9,Sassuolo vs Cagliari
03.04.2026,,Over 2.5,,,39.9%,,,20.0€,futbal,P,2.0,Freiburg vs Bayern Munich
03.04.2026,,Over 2.5,,,39.9%,,,20.0€,futbal,P,2.24,Leverkusen vs Wolfsburg
03.04.2026,,2,,,35.0%,,,17.86€,futbal,P,3.35,Albacete vs Burgos
03.04.2026,,Over 2.5,,,34.2%,,,20.0€,futbal,P,2.62,Werder Bremen vs RB Leipzig
03.04.2026,,1,,,32.1%,,,17.5€,futbal,P,3.2,Gaziantep vs Alanyaspor
03.04.2026,,Over 2.5,,,30.6%,,,20.0€,futbal,P,2.08,Betis vs Espanol
03.04.2026,,Over 2.5,,,30.1%,,,20.0€,futbal,P,2.15,Moreirense vs Sp Braga
03.04.2026,,Over 2.5,,,27.8%,,,20.0€,futbal,P,2.2,Nacional vs Estrela
03.04.2026,,1,,,27.2%,,,20.0€,futbal,V,2.46,Ajax vs Twente
03.04.2026,,Over 2.5,,,25.3%,,,17.33€,futbal,P,2.75,Stuttgart vs Dortmund
03.04.2026,,Over 2.5,,,21.8%,,,20.0€,futbal,V,2.16,Sp Lisbon vs Santa Clara
03.04.2026,,2,,,20.4%,,,13.58€,futbal,P,2.8,Lille vs Lens
03.04.2026,,2,,,17.5%,,,6.36€,futbal,P,4.3,La Coruna vs Malaga
03.04.2026,,2,,,16.6%,,,9.25€,futbal,P,3.15,Rio Ave vs Alverca
03.04.2026,,Over 2.5,,,15.0%,,,17.63€,futbal,P,2.02,Brest vs Rennes
03.04.2026,,Over 2.5,,,11.5%,,,5.61€,futbal,P,3.47,Kasimpasa vs Kayserispor
03.04.2026,,X,,,11.0%,,,3.46€,futbal,P,4.8,M'gladbach vs Heidenheim
03.04.2026,,Over 2.5,,,9.4%,,,8.0€,futbal,P,2.41,Trabzonspor vs Galatasaray
03.04.2026,,1,,,8.2%,,,20.0€,futbal,V,1.43,Porto vs Famalicao
04.04.2026,,1,,,44.5%,,,20.0€,futbal,P,2.5,Le Havre vs Auxerre
04.04.2026,,1,,,44.4%,,,20.0€,futbal,V,2.02,Go Ahead Eagles vs Zwolle
04.04.2026,,1,,,44.4%,,,20.0€,futbal,V,2.9,Getafe vs Ath Bilbao
04.04.2026,,1,,,44.1%,,,20.0€,futbal,V,1.82,Eibar vs Ceuta
04.04.2026,,Over 2.5,,,44.0%,,,20.0€,futbal,V,1.93,Heerenveen vs Heracles
04.04.2026,,2,,,43.6%,,,18.04€,futbal,P,3.9,Zaragoza vs Mirandes
04.04.2026,,Over 2.5,,,42.2%,,,20.0€,futbal,V,2.09,Fenerbahce vs Besiktas
04.04.2026,,2,,,40.5%,,,20.0€,futbal,V,2.26,Cremonese vs Bologna
04.04.2026,,2,,,38.3%,,,20.0€,futbal,P,3.09,Andorra vs Santander
04.04.2026,,Over 2.5,,,36.9%,,,20.0€,futbal,V,2.12,Volendam vs Feyenoord
04.04.2026,,1,,,36.7%,,,20.0€,futbal,P,2.62,Alaves vs Osasuna
04.04.2026,,Over 2.5,,,33.5%,,,20.0€,futbal,P,1.98,Monaco vs Marseille
04.04.2026,,1,,,33.5%,,,20.0€,futbal,V,2.12,Ein Frankfurt vs FC Koln
04.04.2026,,1,,,29.5%,,,20.0€,futbal,V,2.38,Lorient vs Paris FC
04.04.2026,,2,,,29.3%,,,14.63€,futbal,P,3.4,Valencia vs Celta
04.04.2026,,Over 2.5,,,28.7%,,,20.0€,futbal,V,2.04,Almeria vs Leganes
04.04.2026,,2,,,28.7%,,,17.55€,futbal,P,2.96,Oviedo vs Sevilla
04.04.2026,,Over 2.5,,,28.0%,,,20.0€,futbal,P,2.05,Gaziantep vs Alanyaspor
04.04.2026,,1,,,27.7%,,,20.0€,futbal,V,1.63,Las Palmas vs Huesca
04.04.2026,,1,,,26.3%,,,20.0€,futbal,P,2.2,Union Berlin vs St Pauli
04.04.2026,,Over 2.5,,,25.0%,,,20.0€,futbal,V,2.35,Antalyaspor vs Eyupspor
04.04.2026,,2,,,25.0%,,,7.49€,futbal,P,5.0,Milan vs Roma
04.04.2026,,Over 2.5,,,23.6%,,,20.0€,futbal,V,2.22,Rio Ave vs Alverca
04.04.2026,,1,,,23.2%,,,18.84€,futbal,V,2.48,Samsunspor vs Konyaspor
04.04.2026,,1,,,22.5%,,,16.1€,futbal,P,2.68,NAC Breda vs Sparta Rotterdam
04.04.2026,,1,,,13.7%,,,7.81€,futbal,P,3.1,Metz vs Nantes
04.04.2026,,1,,,8.3%,,,10.66€,futbal,V,1.93,Lazio vs Parma
04.04.2026,,1,,,6.3%,,,3.23€,futbal,V,3.35,Pisa vs Torino
05.04.2026,,Over 2.5,,,45.0%,,,20.0€,futbal,V,1.87,Arouca vs Estoril
05.04.2026,,1,,,43.9%,,,20.0€,futbal,P,3.05,Bristol City vs Sheffield United
05.04.2026,,Over 2.5,,,42.5%,,,20.0€,futbal,V,1.91,Hull vs Coventry
05.04.2026,,Over 2.5,,,41.1%,,,20.0€,futbal,P,2.15,Casa Pia vs Benfica
05.04.2026,,1,,,40.0%,,,15.99€,futbal,P,4.0,Swansea vs Middlesbrough
05.04.2026,,2,,,39.3%,,,20.0€,futbal,P,3.35,Napoli vs Milan
05.04.2026,,2,,,34.7%,,,16.32€,futbal,V,3.55,Millwall vs Norwich
05.04.2026,,Over 2.5,,,31.3%,,,20.0€,futbal,V,2.25,Girona vs Villarreal
05.04.2026,,1,,,30.4%,,,20.0€,futbal,P,1.69,Ipswich vs Birmingham
05.04.2026,,Over 2.5,,,27.7%,,,20.0€,futbal,P,2.12,Sp Gijon vs Sociedad B
05.04.2026,,2,,,25.3%,,,7.99€,futbal,V,4.8,Portsmouth vs Oxford
05.04.2026,,1,,,24.0%,,,15.5€,futbal,P,2.86,Blackburn vs West Brom
05.04.2026,,Over 2.5,,,22.7%,,,20.0€,futbal,P,1.99,Juventus vs Genoa
05.04.2026,,2,,,22.0%,,,7.12€,futbal,P,4.7,Derby vs Stoke
05.04.2026,,1,,,21.7%,,,19.46€,futbal,V,2.34,Antalyaspor vs Eyupspor
05.04.2026,,1,,,14.8%,,,4.49€,futbal,V,4.96,Lecce vs Atalanta
05.04.2026,,1,,,13.4%,,,16.79€,futbal,P,1.96,Watford vs Charlton
05.04.2026,,1,,,10.7%,,,18.87€,futbal,V,1.68,Inter vs Roma
05.04.2026,,Over 2.5,,,10.4%,,,11.58€,futbal,P,2.08,Castellon vs Granada
05.04.2026,,Over 2.5,,,9.5%,,,9.99€,futbal,P,2.14,Sheffield Weds vs Leicester
05.04.2026,,X,,,8.6%,,,3.23€,futbal,V,4.2,Angers vs Lyon
06.04.2026,,Over 2.5,,,44.9%,,,20.0€,futbal,P,1.9,Wrexham vs Southampton
06.04.2026,,2,,,43.3%,,,20.0€,futbal,P,2.86,Arouca vs Estoril
07.04.2026,,1,,,44.9%,,,17.97€,futbal,P,4.0,Goztep vs Galatasaray
08.04.2026,,2,,,42.8%,,,7.2€,futbal,P,3.5,Rizespor vs Samsunspor
09.04.2026,,2,,,41.0%,,,7.66€,futbal,P,3.35,West Brom vs Millwall
09.04.2026,,Over 2.5,,,40.8%,,,7.76€,futbal,P,3.32,Twente vs Volendam
09.04.2026,,X,,,32.5%,,,4.5€,futbal,P,5.0,Besiktas vs Antalyaspor
09.04.2026,,Over 2.5,,,32.5%,,,18.75€,futbal,V,1.96,Augsburg vs Hoffenheim
09.04.2026,,Over 2.5,,,30.4%,,,17.65€,futbal,P,2.02,Roma vs Pisa
09.04.2026,,1,,,27.2%,,,20.0€,futbal,V,2.16,Ceuta vs Sociedad B
09.04.2026,,Over 2.5,,,25.3%,,,20.0€,futbal,V,2.1,Real Madrid vs Girona
09.04.2026,,1,,,15.7%,,,20.0€,futbal,V,1.66,Famalicao vs Moreirense
09.04.2026,,1,,,8.2%,,,10.45€,futbal,P,1.94,West Ham vs Wolves
10.04.2026,,Over 2.5,,,45.0%,,,16.07€,futbal,V,2.12,Estrela vs Sp Lisbon
10.04.2026,,Over 2.5,,,44.7%,,,16.36€,futbal,P,2.1,Barcelona vs Espanol
10.04.2026,,Over 2.5,,,44.3%,,,15.65€,futbal,V,2.15,Dortmund vs Leverkusen
10.04.2026,,1,,,44.1%,,,9.0€,futbal,V,3.0,Atalanta vs Juventus
10.04.2026,,Over 2.5,,,44.1%,,,12.0€,futbal,P,2.5,Liverpool vs Fulham
10.04.2026,,Over 2.5,,,44.0%,,,16.07€,futbal,V,2.12,RB Leipzig vs M'gladbach
10.04.2026,,Over 2.5,,,43.9%,,,15.0€,futbal,V,2.2,Paris FC vs Monaco
10.04.2026,,1,,,43.5%,,,10.91€,futbal,V,2.65,Stoke vs Blackburn
10.04.2026,,1,,,43.4%,,,4.86€,futbal,P,4.7,Burnley vs Brighton
10.04.2026,,2,,,43.4%,,,6.32€,futbal,P,3.85,Sheffield United vs Hull
10.04.2026,,Over 2.5,,,43.0%,,,20.0€,futbal,V,1.75,Marseille vs Metz
10.04.2026,,Over 2.5,,,42.5%,,,16.07€,futbal,V,2.12,Coventry vs Sheffield Weds
10.04.2026,,Over 2.5,,,42.0%,,,18.95€,futbal,P,1.95,Arsenal vs Bournemouth
10.04.2026,,1,,,39.9%,,,6.55€,futbal,V,3.75,Alanyaspor vs Trabzonspor
10.04.2026,,1,,,39.6%,,,14.06€,futbal,P,2.28,Burgos vs Sp Gijon
10.04.2026,,Over 2.5,,,39.4%,,,20.0€,futbal,P,1.83,Heracles vs Ajax
10.04.2026,,2,,,37.0%,,,10.47€,futbal,V,2.72,Wolfsburg vs Ein Frankfurt
10.04.2026,,1,,,36.6%,,,11.11€,futbal,P,2.62,Malaga vs Las Palmas
10.04.2026,,Over 2.5,,,36.6%,,,16.67€,futbal,P,2.08,Sparta Rotterdam vs PSV Eindhoven
10.04.2026,,Over 2.5,,,36.3%,,,20.0€,futbal,P,1.81,Kayserispor vs Fenerbahce
10.04.2026,,2,,,35.5%,,,5.14€,futbal,P,4.5,Cordoba vs Zaragoza
10.04.2026,,Over 2.5,,,34.1%,,,20.0€,futbal,V,1.83,St Pauli vs Bayern Munich
10.04.2026,,2,,,33.8%,,,6.32€,futbal,P,3.85,Leganes vs Albacete
10.04.2026,,Over 2.5,,,31.0%,,,11.11€,futbal,V,2.62,Groningen vs Go Ahead Eagles
10.04.2026,,1,,,30.1%,,,17.65€,futbal,V,2.02,Torino vs Verona
10.04.2026,,Over 2.5,,,24.6%,,,20.0€,futbal,P,2.04,Sociedad vs Alaves
10.04.2026,,1,,,23.7%,,,13.22€,futbal,P,3.15,Heidenheim vs Union Berlin
10.04.2026,,Over 2.5,,,23.6%,,,20.0€,futbal,V,2.17,Ceuta vs Sociedad B
10.04.2026,,Over 2.5,,,20.5%,,,20.0€,futbal,P,2.17,Norwich vs Ipswich
10.04.2026,,2,,,16.8%,,,9.17€,futbal,P,3.2,Oxford vs Watford
10.04.2026,,2,,,15.0%,,,4.74€,futbal,P,4.8,Santa Clara vs Rio Ave
10.04.2026,,1,,,13.9%,,,13.04€,futbal,P,2.28,Cagliari vs Cremonese
10.04.2026,,2,,,13.5%,,,5.69€,futbal,V,3.85,Charlton vs Preston
10.04.2026,,1,,,11.5%,,,11.15€,futbal,P,2.24,Leicester vs Swansea
10.04.2026,,1,,,10.5%,,,10.04€,futbal,P,2.26,Brentford vs Everton
10.04.2026,,X,,,10.1%,,,4.96€,futbal,P,3.45,Auxerre vs Nantes
10.04.2026,,Over 2.5,,,10.0%,,,10.66€,futbal,V,2.12,Elche vs Valencia
10.04.2026,,2,,,8.4%,,,6.33€,futbal,V,2.6,Sevilla vs Ath Madrid
10.04.2026,,1,,,8.4%,,,17.67€,futbal,P,1.57,Middlesbrough vs Portsmouth
10.04.2026,,X,,,7.3%,,,2.18€,futbal,P,5.0,Milan vs Udinese
10.04.2026,,1,,,7.0%,,,12.53€,futbal,V,1.67,Utrecht vs Telstar
10.04.2026,,X,,,5.8%,,,2.32€,futbal,V,4.0,West Ham vs Wolves
10.04.2026,,2,,,5.3%,,,1.69€,futbal,P,4.8,Southampton vs Derby
11.04.2026,,1,,,44.9%,,,12.5€,futbal,V,2.44,Mallorca vs Vallecano
11.04.2026,,Over 2.5,,,43.8%,,,16.98€,futbal,V,2.06,Galatasaray vs Kocaelispor
11.04.2026,,Over 2.5,,,43.6%,,,18.95€,futbal,V,1.95,Sp Braga vs Arouca
11.04.2026,,Over 2.5,,,43.4%,,,20.0€,futbal,V,1.9,Nijmegen vs Feyenoord
11.04.2026,,1,,,41.5%,,,10.11€,futbal,P,2.78,Sunderland vs Tottenham
11.04.2026,,2,,,41.2%,,,6.87€,futbal,V,3.62,Genoa vs Sassuolo
11.04.2026,,1,,,40.3%,,,10.98€,futbal,V,2.64,Santander vs Almeria
11.04.2026,,Over 2.5,,,39.9%,,,19.15€,futbal,P,1.94,AZ Alkmaar vs Heerenveen
11.04.2026,,1,,,34.1%,,,12.86€,futbal,V,2.4,Mainz vs Freiburg
11.04.2026,,Over 2.5,,,33.6%,,,17.14€,futbal,V,2.05,Celta vs Oviedo
11.04.2026,,Over 2.5,,,33.4%,,,15.0€,futbal,V,2.2,FC Koln vs Werder Bremen
11.04.2026,,1,,,31.5%,,,13.85€,futbal,V,2.3,Zwolle vs Excelsior
11.04.2026,,Over 2.5,,,30.4%,,,14.06€,futbal,P,2.28,Toulouse vs Lille
11.04.2026,,1,,,26.2%,,,20.0€,futbal,P,2.0,Goztep vs Kasimpasa
11.04.2026,,Over 2.5,,,26.2%,,,20.0€,futbal,P,2.5,Chelsea vs Man City
11.04.2026,,Over 2.5,,,26.0%,,,20.0€,futbal,V,2.2,For Sittard vs NAC Breda
11.04.2026,,1,,,23.8%,,,20.0€,futbal,V,2.36,Osasuna vs Betis
11.04.2026,,Over 2.5,,,23.5%,,,20.0€,futbal,V,2.24,Estoril vs Porto
11.04.2026,,1,,,22.7%,,,20.0€,futbal,P,1.76,Lyon vs Lorient
11.04.2026,,Over 2.5,,,21.9%,,,18.8€,futbal,P,2.4,Huesca vs La Coruna
11.04.2026,,1,,,20.2%,,,10.53€,futbal,P,3.3,Crystal Palace vs Newcastle
11.04.2026,,Over 2.5,,,18.5%,,,11.83€,futbal,P,2.88,Stuttgart vs Hamburg
11.04.2026,,Over 2.5,,,18.5%,,,18.77€,futbal,V,2.18,Granada vs Cultural Leonesa
11.04.2026,,2,,,15.3%,,,7.98€,futbal,P,3.3,Ath Bilbao vs Villarreal
11.04.2026,,2,,,15.0%,,,10.01€,futbal,P,2.8,Nott'm Forest vs Aston Villa
11.04.2026,,1,,,13.1%,,,15.43€,futbal,P,2.02,Nice vs Le Havre
11.04.2026,,2,,,10.8%,,,4.06€,futbal,P,4.2,Leicester vs Swansea
11.04.2026,,2,,,8.8%,,,9.73€,futbal,P,2.08,Mirandes vs Castellon
11.04.2026,,1,,,7.9%,,,7.81€,futbal,P,2.22,Birmingham vs Wrexham
11.04.2026,,X,,,7.9%,,,3.65€,futbal,P,3.6,Bologna vs Lecce
11.04.2026,,Over 2.5,,,7.8%,,,8.51€,futbal,V,2.1,Milan vs Udinese
11.04.2026,,X,,,5.8%,,,1.94€,futbal,P,4.6,Utrecht vs Telstar
11.04.2026,,2,,,5.7%,,,1.95€,futbal,V,4.5,Alverca vs Casa Pia
12.04.2026,,Over 2.5,,,44.5%,,,14.75€,futbal,V,2.22,Man United vs Leeds
12.04.2026,,Over 2.5,,,43.6%,,,16.82€,futbal,V,2.07,Santander vs Almeria
12.04.2026,,1,,,38.7%,,,7.83€,futbal,P,3.3,Como vs Inter
12.04.2026,,1,,,38.4%,,,6.79€,futbal,P,3.65,Toulouse vs Lille
12.04.2026,,2,,,37.9%,,,4.99€,futbal,P,4.61,Rizespor vs Gaziantep
12.04.2026,,1,,,36.1%,,,6.55€,futbal,P,3.75,Chelsea vs Man City
12.04.2026,,1,,,35.8%,,,5.29€,futbal,P,4.4,Eyupspor vs Samsunspor
12.04.2026,,1,,,31.3%,,,11.84€,futbal,V,2.52,Valladolid vs Eibar
12.04.2026,,Over 2.5,,,22.4%,,,15.79€,futbal,V,2.7,Levante vs Getafe
12.04.2026,,1,,,14.1%,,,4.45€,futbal,P,4.8,Tondela vs Gil Vicente
12.04.2026,,X,,,9.6%,,,5.1€,futbal,V,3.25,Fiorentina vs Lazio
12.04.2026,,Over 2.5,,,5.9%,,,6.1€,futbal,P,2.17,Benfica vs Nacional
12.04.2026,,2,,,5.4%,,,1.62€,futbal,P,5.0,Bologna vs Lecce
13.04.2026,,2,,,28.8%,,,14.42€,futbal,P,3.4,Levante vs Getafe
13.04.2026,,1,,,26.4%,,,9.32€,futbal,V,4.4,Portsmouth vs Ipswich
13.04.2026,,X,,,9.0%,,,3.28€,futbal,P,4.3,Southampton vs Blackburn
21.04.2026,,2,,,42.7%,,,2.0€,futbal,V,2.02,Stoke City vs Millwall
21.04.2026,,1,,,17.9%,,,2.0€,futbal,V,1.28,Real Madrid vs Alavés
22.04.2026,,1,,,42.3%,,,2.0€,futbal,P,1.71,Sheffield United vs Blackburn Rovers
22.04.2026,,1,,,20.2%,,,2.0€,futbal,V,1.25,Barcelona vs Celta Vigo
22.04.2026,,Over 2.5,,,23.4%,,,2.0€,futbal,P,2.1,Barcelona vs Celta Vigo
23.04.2026,,1,,,11.4%,,,0.79€,futbal,V,2.45,Levante vs Sevilla
23.04.2026,,2,,,16.8%,,,1.54€,futbal,P,2.09,Oviedo vs Villarreal
23.04.2026,,Over 2.5,,,43.3%,,,2.0€,futbal,P,2.45,Go Ahead Eagles vs AZ Alkmaar
23.04.2026,,1,,,13.3%,,,2.0€,futbal,V,1.18,PSV Eindhoven vs FC Zwolle
23.04.2026,,Over 2.5,,,25.8%,,,2.0€,futbal,V,2.17,PSV Eindhoven vs FC Zwolle
24.04.2026,,2,,,25.4%,,,2.0€,futbal,P,1.77,Leicester City vs Millwall
24.04.2026,,2,,,44.9%,,,2.0€,futbal,V,1.74,Real Betis vs Real Madrid
24.04.2026,,1,,,7.5%,,,2.0€,futbal,V,1.35,RB Leipzig vs Union Berlin
24.04.2026,,Over 2.5,,,23.1%,,,1.97€,futbal,V,2.17,RB Leipzig vs Union Berlin
25.04.2026,,Over 2.5,,,5.2%,,,0.49€,futbal,P,2.06,Fulham vs Aston Villa
25.04.2026,,Over 2.5,,,30.0%,,,2.0€,futbal,V,2.44,Liverpool vs Crystal Palace
25.04.2026,,1,,,35.2%,,,2.0€,futbal,V,1.48,Arsenal vs Newcastle United
25.04.2026,,2,,,39.6%,,,2.0€,futbal,V,2.45,Stoke City vs Portsmouth
25.04.2026,,1,,,36.2%,,,2.0€,futbal,P,1.65,Sheffield United vs Preston North End
25.04.2026,,2,,,5.5%,,,0.85€,futbal,V,1.65,Getafe vs Barcelona
25.04.2026,,Over 2.5,,,6.3%,,,0.67€,futbal,P,1.95,Getafe vs Barcelona
25.04.2026,,1,,,14.0%,,,1.28€,futbal,V,2.09,Valencia vs Girona
25.04.2026,,Over 2.5,,,15.5%,,,1.4€,futbal,,2.11,FSV Mainz 05 vs Bayern Munich
25.04.2026,,1,,,14.2%,,,2.0€,futbal,V,1.63,Lyon vs Auxerre
25.04.2026,,1,,,8.7%,,,1.58€,futbal,V,1.55,Feyenoord vs Groningen
25.04.2026,,Over 2.5,,,32.3%,,,2.0€,futbal,V,2.17,Feyenoord vs Groningen
25.04.2026,,1,,,31.7%,,,2.0€,futbal,,1.47,Heerenveen vs Fortuna Sittard
25.04.2026,,Over 2.5,,,15.7%,,,1.37€,futbal,P,2.15,NAC Breda vs Ajax
25.04.2026,,2,,,5.6%,,,0.49€,futbal,V,2.14,NAC Breda vs Ajax
26.04.2026,,Over 2.5,,,5.4%,,,0.69€,futbal,V,1.78,Lorient vs Strasbourg
26.04.2026,,1,,,15.7%,,,1.36€,futbal,P,2.15,Lorient vs Strasbourg
26.04.2026,,1,,,8.8%,,,2.0€,futbal,V,1.41,Rennes vs Nantes
26.04.2026,,1,,,14.0%,,,2.0€,futbal,P,1.49,Marseille vs Nice
26.04.2026,,Over 2.5,,,28.0%,,,2.0€,futbal,P,2.15,Marseille vs Nice
02.05.2026,,2,,,7.3%,,,6.22€,futbal,P,2.17,Wolverhampton Wanderers vs Sunderland
02.05.2026,,1,,,11.8%,,,20.0€,futbal,V,1.48,Arsenal vs Fulham
02.05.2026,,Over 2.5,,,17.1%,,,20.0€,futbal,V,1.74,Arsenal vs Fulham
02.05.2026,,1,,,45.0%,,,20.0€,futbal,V,1.85,Bristol City vs Stoke City
02.05.2026,,1,,,8.3%,,,20.0€,futbal,V,1.35,Millwall vs Oxford United
01.05.2026,,1,,,14.9%,,,13.55€,futbal,P,2.1,Girona vs Mallorca
02.05.2026,,1,,,34.0%,,,20.0€,futbal,P,1.76,Villarreal vs Levante
02.05.2026,,Over 2.5,,,15.9%,,,20.0€,futbal,V,1.65,Villarreal vs Levante
02.05.2026,,1,,,41.5%,,,20.0€,futbal,,1.76,Valencia vs Atlético Madrid
02.05.2026,,Over 2.5,,,8.7%,,,6.03€,futbal,,2.45,CA Osasuna vs Barcelona
02.05.2026,,1,,,18.8%,,,20.0€,futbal,,1.23,Bayern Munich vs 1. FC Heidenheim
02.05.2026,,Over 2.5,,,35.1%,,,20.0€,futbal,,1.6,Bayern Munich vs 1. FC Heidenheim
02.05.2026,,1,,,7.1%,,,4.95€,futbal,V,2.44,Udinese vs Torino
02.05.2026,,Over 2.5,,,34.4%,,,20.0€,futbal,P,1.93,Como vs Napoli
02.05.2026,,Over 2.5,,,12.0%,,,10.35€,futbal,V,2.16,Nantes vs Marseille
02.05.2026,,Over 2.5,,,5.9%,,,7.46€,futbal,V,1.79,Groningen vs Excelsior
02.05.2026,,2,,,13.5%,,,9.15€,futbal,P,2.48,Ajax vs PSV Eindhoven
02.05.2026,,Over 2.5,,,42.3%,,,20.0€,futbal,V,1.66,Ajax vs PSV Eindhoven
03.05.2026,,2,,,45.0%,,,20.0€,futbal,V,1.95,FC Volendam vs Heerenveen
03.05.2026,,Over 2.5,,,24.4%,,,20.0€,futbal,V,2.1,Bournemouth vs Crystal Palace
03.05.2026,,1,,,33.2%,,,20.0€,futbal,,1.96,Getafe vs Rayo Vallecano
03.05.2026,,2,,,38.6%,,,20.0€,futbal,V,1.68,Espanyol vs Real Madrid
02.05.2026,,Over 2.5,,,5.5%,,,5.21€,futbal,V,2.05,Werder Bremen vs Augsburg
02.05.2026,,1,,,24.2%,,,20.0€,futbal,P,2.1,Como vs Napoli
03.05.2026,,1,,,6.3%,,,20.0€,futbal,,1.2,Juventus vs Hellas Verona
03.05.2026,,1,,,5.8%,,,13.22€,futbal,P,1.44,Lille vs Le Havre
03.05.2026,,Over 2.5,,,5.3%,,,5.46€,futbal,V,1.97,Paris FC vs Brest
03.05.2026,,1,,,19.7%,,,17.88€,futbal,V,2.1,Paris FC vs Brest
03.05.2026,,Over 2.5,,,11.5%,,,15.35€,futbal,V,1.75,Strasbourg vs Toulouse
03.05.2026,,Over 2.5,,,18.1%,,,20.0€,futbal,V,1.61,Lyon vs Rennes
03.05.2026,,2,,,15.8%,,,20.0€,futbal,,1.42,Fortuna Sittard vs Feyenoord
03.05.2026,,Over 2.5,,,13.6%,,,11.79€,futbal,V,2.15,AZ Alkmaar vs FC Twente Enschede
03.05.2026,,Over 2.5,,,5.6%,,,5.01€,futbal,V,2.12,Sparta Rotterdam vs Go Ahead Eagles
04.05.2026,,1,,,31.2%,,,20.0€,futbal,,1.67,Chelsea vs Nottingham Forest
03.05.2026,,1,,,5.8%,,,4.29€,futbal,P,2.36,Bologna vs Cagliari
