datum_display,league,zapas,tip,market,kurz,prob_model,prob_market,prob_final,edge,market_edge,implied_prob,fair_odds,ev_eur,risk_level,lh,la,vklad,bookmaker,ai_prob,score
12.05.2026 21:30,La Liga,Osasuna vs Ath Madrid,1,h2h,2.5,0.5111,0.38813,0.4593,0.14824,0.12298,0.4,2.177,0.19,MEDIUM,1.937,1.318,1.26,Tipico,,15.8842
13.05.2026 19:00,Ligue 1,Brest vs Strasbourg,1,h2h,2.7,0.45173,0.34723,0.42386,0.14443,0.1045,0.37037,2.359,0.16,MEDIUM,2.012,1.684,1.11,GTbets,,15.4873
13.05.2026 19:00,La Liga,Espanol vs Ath Bilbao,2,h2h,2.65,0.47667,0.34776,0.43216,0.14521,0.12891,0.37736,2.314,0.16,MEDIUM,1.381,1.846,1.11,Winamax (DE),,15.3002
13.05.2026 21:30,La Liga,Getafe vs Mallorca,1,h2h,2.32,0.53422,0.43128,0.48387,0.12258,0.10294,0.43103,2.067,0.15,MEDIUM,1.339,0.617,1.2,1xBet,,14.8067
11.05.2026 21:00,La Liga,Vallecano vs Girona,1,h2h,2.4,0.55909,0.39271,0.47666,0.14399,0.16638,0.41667,2.098,0.16,MEDIUM,1.648,0.829,1.1,PMU (FR),,14.4539
13.05.2026 19:00,La Liga,Espanol vs Ath Bilbao,Over 2.5,totals,2.2,0.62557,0.44264,0.51797,0.13953,0.18293,0.45455,1.931,0.16,MEDIUM,1.381,1.846,1.16,Coolbet,,14.1145
14.05.2026 19:00,La Liga,Valencia vs Vallecano,1,h2h,2.25,0.6229,0.42696,0.51089,0.14951,0.19593,0.44444,1.957,0.16,MEDIUM,2.02,0.913,1.07,Coolbet,,13.9541
12.05.2026 21:00,Championship,Southampton vs Middlesbrough,1,h2h,2.33,0.59634,0.40141,0.49217,0.14677,0.19493,0.42918,2.032,0.15,MEDIUM,2.226,1.211,1.01,GTbets,,13.7141
