sport,league,match,pick,odds,model_probability,bookmaker,reason,edge,implied_probability,confidence,risk,stake_units,stake_amount,created_at
baseball,baseball_mlb,Baltimore Orioles vs Kansas City Royals,Baltimore Orioles,1.68,0.6432064792130584,Pinnacle,"Raw edge 17.9% | Score 97.0 | Consensus: elo, xg, form, market",0.17900578033502224,0.04796838397496317,0.5952380952380952,81,medium,0.3,29.63,2026-07-11T20:02:27
football,Eliteserien,Sarpsborg FK vs Viking FK,Sarpsborg FK,4.3,0.27555875819277886,Coolbet,"Raw edge 17.9% | Score 16.14076508533874 | Consensus: elo, xg, form, market",0.17878301199123414,0.043000618657895145,0.23255813953488372,67,medium,0.25,14.01,2026-07-11T20:02:27
football,Scottish Premiership,Aberdeen vs Hearts,Aberdeen,4.2,0.280658754140619,Tipico,"Raw edge 17.4% | Score 16.461763241692807 | Consensus: elo, xg, form, market",0.1739983385315229,0.042563516045380945,0.23809523809523808,67,medium,0.25,13.97,2026-07-11T20:02:27
baseball,baseball_mlb,Washington Nationals vs New York Yankees,New York Yankees,1.52,0.7130774678250474,Winamax (DE),"Raw edge 17.9% | Score 98.0 | Consensus: elo, xg, form, market",0.17926675891005694,0.05518273098294213,0.6578947368421053,89,medium,0.4,30.0,2026-07-11T20:15:41
baseball,baseball_mlb,San Francisco Giants vs Colorado Rockies,San Francisco Giants,1.64,0.658198743081355,Winamax (DE),"Raw edge 17.8% | Score 97.0 | Consensus: elo, xg, form, market",0.17785429415176424,0.04844264552037936,0.6097560975609756,82,medium,0.31,30.0,2026-07-11T20:15:41
baseball,baseball_mlb,Baltimore Orioles vs Kansas City Royals,Baltimore Orioles,1.68,0.6435461413517,Matchbook,"Raw edge 17.9% | Score 97.0 | Consensus: elo, xg, form, market",0.17927629561996472,0.04830804611360473,0.5952380952380952,81,medium,0.3,29.84,2026-07-11T20:15:41
football,Eliteserien,Sarpsborg FK vs Viking FK,Sarpsborg FK,4.3,0.27555875819277886,Coolbet,"Raw edge 17.9% | Score 16.14076508533874 | Consensus: elo, xg, form, market",0.17878301199123414,0.043000618657895145,0.23255813953488372,67,medium,0.25,14.01,2026-07-11T20:15:41
football,Scottish Premiership,Aberdeen vs Hearts,Aberdeen,4.2,0.280658754140619,Tipico,"Raw edge 17.4% | Score 16.461763241692807 | Consensus: elo, xg, form, market",0.1739983385315229,0.042563516045380945,0.23809523809523808,67,medium,0.25,13.97,2026-07-11T20:15:41
baseball,baseball_mlb,Washington Nationals vs New York Yankees,Washington Nationals,2.6,0.46695760780093687,William Hill,"Raw edge 17.2% | Score 93.0 | Consensus: elo, xg, form, market",0.1717751131737706,0.08234222318555229,0.3846153846153846,83,low,0.33,30.0,2026-07-11T20:24:34
football,Eliteserien,Sarpsborg FK vs Viking FK,Sarpsborg FK,4.3,0.27555875819277886,Coolbet,"Raw edge 17.9% | Score 16.549538691006603 | Consensus: elo, xg, form, market",0.17878301199123414,0.043000618657895145,0.23255813953488372,67,medium,0.25,14.01,2026-07-11T20:24:34
football,Scottish Premiership,Aberdeen vs Hearts,Aberdeen,4.2,0.280658754140619,Tipico,"Raw edge 17.4% | Score 16.298775486824564 | Consensus: elo, xg, form, market",0.1739983385315229,0.042563516045380945,0.23809523809523808,67,medium,0.25,13.97,2026-07-11T20:24:34
baseball,baseball_mlb,Chicago White Sox vs Athletics,Chicago White Sox,1.14,0.9374824800418797,GTbets,"Raw edge 12.9% | Score 98.0 | Consensus: elo, xg, form, market",0.12859999999999983,0.060289497585739316,0.8771929824561404,100,medium,1.23,30.0,2026-07-11T20:35:59
baseball,baseball_mlb,Baltimore Orioles vs Kansas City Royals,Baltimore Orioles,1.68,0.6432729985580051,Betfair,"Raw edge 17.9% | Score 96.0 | Consensus: elo, xg, form, market",0.17943746124634896,0.048034903319909894,0.5952380952380952,81,medium,0.3,29.67,2026-07-11T20:35:59
baseball,baseball_mlb,San Francisco Giants vs Colorado Rockies,San Francisco Giants,1.67,0.6460606912483101,1xBet,"Raw edge 17.9% | Score 96.0 | Consensus: elo, xg, form, market",0.1787506096378011,0.04725829603872922,0.5988023952095809,81,medium,0.29,29.45,2026-07-11T20:35:59
football,Eliteserien,Sarpsborg FK vs Viking FK,Sarpsborg FK,4.3,0.27555875819277886,Coolbet,"Raw edge 17.9% | Score 16.549538691006603 | Consensus: elo, xg, form, market",0.17878301199123414,0.043000618657895145,0.23255813953488372,67,medium,0.25,14.01,2026-07-11T20:35:59
football,Scottish Premiership,Aberdeen vs Hearts,Aberdeen,4.2,0.280658754140619,Tipico,"Raw edge 17.4% | Score 16.298775486824564 | Consensus: elo, xg, form, market",0.1739983385315229,0.042563516045380945,0.23809523809523808,67,medium,0.25,13.97,2026-07-11T20:35:59
baseball,baseball_mlb,Minnesota Twins vs Los Angeles Angels,Minnesota Twins,1.16,0.9142523997201029,Winamax (DE),"Raw edge 10.6% | Score 97.0 | Consensus: elo, xg, form, market",0.10582439714391279,0.05218343420286142,0.8620689655172414,100,medium,0.95,30.0,2026-07-11T20:51:59
baseball,baseball_mlb,Baltimore Orioles vs Kansas City Royals,Baltimore Orioles,1.67,0.6465527300521939,Matchbook,"Raw edge 17.9% | Score 96.0 | Consensus: elo, xg, form, market",0.17884029047831995,0.04775033484261304,0.5988023952095809,81,medium,0.3,29.75,2026-07-11T20:51:59
baseball,baseball_mlb,Tampa Bay Rays vs Seattle Mariners,Tampa Bay Rays,1.8,0.5992246103568734,Betfair,"Raw edge 17.9% | Score 97.0 | Consensus: elo, xg, form, market",0.17889029782812482,0.043669054801317775,0.5555555555555556,75,medium,0.25,24.56,2026-07-11T20:51:59
football,Scottish Premiership,Aberdeen vs Hearts,Aberdeen,4.2,0.280658754140619,Tipico,"Raw edge 17.4% | Score 16.298775486824564 | Consensus: elo, xg, form, market",0.1739983385315229,0.042563516045380945,0.23809523809523808,67,medium,0.25,13.97,2026-07-11T20:51:59
baseball,baseball_mlb,Baltimore Orioles vs Kansas City Royals,Baltimore Orioles,1.66,0.649057802932062,Unibet (SE),"Raw edge 17.8% | Score 96.0 | Consensus: elo, xg, form, market",0.17824920114040443,0.046648164377845025,0.6024096385542169,81,medium,0.29,29.33,2026-07-11T21:01:44
football,Scottish Premiership,Aberdeen vs Hearts,Aberdeen,4.2,0.280658754140619,Tipico,"Raw edge 17.4% | Score 16.298775486824564 | Consensus: elo, xg, form, market",0.1739983385315229,0.042563516045380945,0.23809523809523808,67,medium,0.25,13.97,2026-07-11T21:01:44
baseball,baseball_mlb,Tampa Bay Rays vs Seattle Mariners,Tampa Bay Rays,1.38,0.7738954592312359,Betfair,"Raw edge 16.1% | Score 98.0 | Consensus: elo, xg, form, market",0.16074072961065733,0.04925777807181553,0.7246376811594204,92,medium,0.45,30.0,2026-07-11T21:25:21
baseball,baseball_mlb,Texas Rangers vs Houston Astros,Texas Rangers,1.86,0.5780975010672728,BetOnline.ag,"Raw edge 18.0% | Score 96.0 | Consensus: elo, xg, form, market",0.1799441147748766,0.04046309246512225,0.5376344086021505,72,medium,0.25,21.88,2026-07-11T21:25:21
football,Eliteserien,Sarpsborg FK vs Viking FK,Sarpsborg FK,4.3,0.27555875819277886,Coolbet,"Raw edge 17.9% | Score 16.549538691006603 | Consensus: elo, xg, form, market",0.17878301199123414,0.043000618657895145,0.23255813953488372,67,medium,0.25,14.01,2026-07-11T21:25:21
football,Scottish Premiership,Aberdeen vs Hearts,Aberdeen,4.2,0.280658754140619,Tipico,"Raw edge 17.4% | Score 16.298775486824564 | Consensus: elo, xg, form, market",0.1739983385315229,0.042563516045380945,0.23809523809523808,67,medium,0.25,13.97,2026-07-11T21:25:21
baseball,baseball_mlb,New York Mets vs Boston Red Sox,Boston Red Sox,1.27,0.8477454385424054,Tipico,"Raw edge 16.5% | Score 99.0 | Consensus: elo, xg, form, market",0.1646170512106,0.06034386373925582,0.7874015748031495,100,medium,0.71,30.0,2026-07-11T21:45:00
baseball,baseball_mlb,Tampa Bay Rays vs Seattle Mariners,Tampa Bay Rays,1.35,0.7982609121971579,LeoVegas (SE),"Raw edge 17.0% | Score 98.0 | Consensus: elo, xg, form, market",0.17017459673210467,0.05752017145641719,0.7407407407407407,97,medium,0.55,30.0,2026-07-11T21:45:00
baseball,baseball_mlb,Miami Marlins vs Cleveland Guardians,Cleveland Guardians,1.39,0.77741997465897,Pinnacle,"Raw edge 17.3% | Score 98.0 | Consensus: elo, xg, form, market",0.17309966890990935,0.05799551422731519,0.7194244604316548,95,medium,0.52,30.0,2026-07-11T21:45:00
basketball,basketball_wnba,Atlanta Dream vs Portland Fire,Atlanta Dream,2.24,0.5048478011956344,Matchbook,"Raw edge 10.4% | Score 10.398447820869757 | Consensus: elo, xg, form, market",0.10403649645692603,0.05841922976706304,0.4464285714285714,74,medium,0.26,26.38,2026-07-11T21:45:00
football,Eliteserien,Sarpsborg FK vs Viking FK,Sarpsborg FK,4.3,0.27555875819277886,Coolbet,"Raw edge 17.9% | Score 16.549538691006603 | Consensus: elo, xg, form, market",0.17878301199123414,0.043000618657895145,0.23255813953488372,67,medium,0.25,14.01,2026-07-11T21:45:00
baseball,baseball_mlb,San Francisco Giants vs Colorado Rockies,San Francisco Giants,1.71,0.6314613020610883,Matchbook,"Raw edge 18.0% | Score 96.0 | Consensus: elo, xg, form, market",0.17983318861950393,0.046665980423661435,0.5847953216374269,79,medium,0.28,28.1,2026-07-12T06:38:55
baseball,baseball_mlb,St. Louis Cardinals vs Atlanta Braves,St. Louis Cardinals,1.79,0.6033395518216179,Matchbook,"Raw edge 18.0% | Score 96.0 | Consensus: elo, xg, form, market",0.17996763116160164,0.044680333944522976,0.5586592178770949,76,medium,0.25,25.31,2026-07-12T06:38:55
baseball,baseball_mlb,Chicago White Sox vs Athletics,Chicago White Sox,1.88,0.5727996559143187,Pinnacle,"Raw edge 18.0% | Score 96.0 | Consensus: elo, xg, form, market",0.1797075829369874,0.04088476229729743,0.5319148936170213,72,medium,0.25,21.84,2026-07-12T06:38:55
football,Scottish Premiership,Aberdeen vs Hearts,Aberdeen,4.2,0.280658754140619,Tipico,"Raw edge 17.4% | Score 16.298775486824564 | Consensus: elo, xg, form, market",0.1739983385315229,0.042563516045380945,0.23809523809523808,67,medium,0.25,13.97,2026-07-12T06:38:55
baseball,baseball_mlb,San Diego Padres vs Toronto Blue Jays,Toronto Blue Jays,1.83,0.5895343577965267,Matchbook,"Raw edge 17.9% | Score 96.0 | Consensus: elo, xg, form, market",0.17883886509802638,0.04308627036483281,0.5464480874316939,74,medium,0.25,23.75,2026-07-12T06:55:01
baseball,baseball_mlb,New York Mets vs Boston Red Sox,Boston Red Sox,1.86,0.5803623999887256,Marathon Bet,"Raw edge 18.0% | Score 96.0 | Consensus: elo, xg, form, market",0.17996135794383172,0.042727991386575126,0.5376344086021505,74,medium,0.25,23.1,2026-07-12T06:55:01
football,Scottish Premiership,Aberdeen vs Hearts,Aberdeen,4.2,0.280658754140619,Tipico,"Raw edge 17.4% | Score 16.306924874567976 | Consensus: elo, xg, form, market",0.1739983385315229,0.042563516045380945,0.23809523809523808,67,medium,0.25,13.97,2026-07-12T06:55:01
baseball,baseball_mlb,Baltimore Orioles vs Kansas City Royals,Baltimore Orioles,1.69,0.6362575570542514,Pinnacle,"Raw edge 17.5% | Score 97.0 | Consensus: elo, xg, form, market",0.17464002589459815,0.044541580722890384,0.591715976331361,79,medium,0.27,27.27,2026-07-12T07:14:48
baseball,baseball_mlb,New York Mets vs Boston Red Sox,Boston Red Sox,1.86,0.5803677110779988,BetOnline.ag,"Raw edge 18.0% | Score 96.0 | Consensus: elo, xg, form, market",0.17957428114258867,0.04273330247584828,0.5376344086021505,74,medium,0.25,23.11,2026-07-12T07:14:48
baseball,baseball_mlb,Tampa Bay Rays vs Seattle Mariners,Tampa Bay Rays,1.78,0.6046198178772404,Matchbook,"Raw edge 18.0% | Score 96.0 | Consensus: elo, xg, form, market",0.1799056739169569,0.04282206506825159,0.5617977528089888,75,medium,0.25,24.43,2026-07-12T07:42:10
baseball,baseball_mlb,Chicago White Sox vs Athletics,Chicago White Sox,1.88,0.5723831767449191,Pinnacle,"Raw edge 17.9% | Score 96.0 | Consensus: elo, xg, form, market",0.179150554256847,0.04046828312789785,0.5319148936170213,72,medium,0.25,21.61,2026-07-12T07:42:10
baseball,baseball_mlb,Baltimore Orioles vs Kansas City Royals,Baltimore Orioles,1.69,0.6355388674743759,Pinnacle,"Raw edge 17.2% | Score 97.0 | Consensus: elo, xg, form, market",0.17176554542908673,0.043822891143014964,0.591715976331361,78,medium,0.27,26.83,2026-07-12T07:55:22
baseball,baseball_mlb,New York Mets vs Boston Red Sox,Boston Red Sox,1.86,0.5803077110779988,BetOnline.ag,"Raw edge 17.9% | Score 96.0 | Consensus: elo, xg, form, market",0.1793510811425887,0.04267330247584833,0.5376344086021505,73,medium,0.25,23.07,2026-07-12T07:55:22
baseball,baseball_mlb,San Diego Padres vs Toronto Blue Jays,Toronto Blue Jays,1.83,0.5903547878243773,Betfair,"Raw edge 17.9% | Score 96.0 | Consensus: elo, xg, form, market",0.179123155760206,0.043906700392683407,0.5464480874316939,75,medium,0.25,24.2,2026-07-12T08:15:10
baseball,baseball_mlb,Pittsburgh Pirates vs Milwaukee Brewers,Pittsburgh Pirates,1.83,0.5879051576403155,GTbets,"Raw edge 17.8% | Score 96.0 | Consensus: elo, xg, form, market",0.1782297119910965,0.04145707020862155,0.5464480874316939,74,medium,0.25,22.85,2026-07-12T08:15:10
baseball,baseball_mlb,San Diego Padres vs Toronto Blue Jays,Toronto Blue Jays,1.83,0.5905347878243775,Betfair,"Raw edge 18.0% | Score 96.0 | Consensus: elo, xg, form, market",0.17978195576020606,0.04408670039268359,0.5464480874316939,75,medium,0.25,24.3,2026-07-12T08:26:55
baseball,baseball_mlb,Pittsburgh Pirates vs Milwaukee Brewers,Pittsburgh Pirates,1.83,0.5884878981502143,GTbets,"Raw edge 18.0% | Score 96.0 | Consensus: elo, xg, form, market",0.17994742418229337,0.042039810718520365,0.5464480874316939,74,medium,0.25,23.17,2026-07-12T08:26:55
baseball,baseball_mlb,Detroit Tigers vs Philadelphia Phillies,Detroit Tigers,1.91,0.564242970197413,BetOnline.ag,"Raw edge 18.0% | Score 96.0 | Consensus: elo, xg, form, market",0.17953127011452508,0.04068276077332922,0.5235602094240838,71,medium,0.25,21.35,2026-07-12T08:26:55
baseball,baseball_mlb,New York Mets vs Boston Red Sox,Boston Red Sox,1.86,0.5805830852180851,Marathon Bet,"Raw edge 17.9% | Score 96.0 | Consensus: elo, xg, form, market",0.1787803693178518,0.0429486766159346,0.5376344086021505,74,medium,0.25,23.22,2026-07-12T08:56:38
baseball,baseball_mlb,Pittsburgh Pirates vs Milwaukee Brewers,Pittsburgh Pirates,1.83,0.5873859776366307,Unibet (SE),"Raw edge 18.0% | Score 96.0 | Consensus: elo, xg, form, market",0.17985479097488355,0.04093789020493677,0.5464480874316939,73,medium,0.25,22.57,2026-07-12T08:56:38
baseball,baseball_mlb,Tampa Bay Rays vs Seattle Mariners,Tampa Bay Rays,1.8,0.6001868496162809,Betfair,"Raw edge 18.0% | Score 96.0 | Consensus: elo, xg, form, market",0.17990291707099626,0.0446312940607253,0.5555555555555556,76,medium,0.25,25.11,2026-07-12T09:08:48
baseball,baseball_mlb,Texas Rangers vs Houston Astros,Texas Rangers,1.78,0.6056449373672173,Betfair,"Raw edge 17.9% | Score 96.0 | Consensus: elo, xg, form, market",0.17917192317967734,0.04384718455822845,0.5617977528089888,76,medium,0.25,25.02,2026-07-12T09:08:48
baseball,baseball_mlb,Pittsburgh Pirates vs Milwaukee Brewers,Pittsburgh Pirates,1.83,0.5875515108680139,Everygame,"Raw edge 17.7% | Score 96.0 | Consensus: elo, xg, form, market",0.17680277427522162,0.04110342343632001,0.5464480874316939,73,medium,0.25,22.66,2026-07-12T09:08:48
baseball,baseball_mlb,Baltimore Orioles vs Kansas City Royals,Baltimore Orioles,1.7,0.6351831193910957,Matchbook,"Raw edge 18.0% | Score 96.0 | Consensus: elo, xg, form, market",0.17995979421880315,0.04694782527344865,0.5882352941176471,80,medium,0.29,28.5,2026-07-12T09:27:44
baseball,baseball_mlb,St. Louis Cardinals vs Atlanta Braves,St. Louis Cardinals,1.8,0.5989878688713539,1xBet,"Raw edge 18.0% | Score 96.0 | Consensus: elo, xg, form, market",0.17959419213381977,0.04343231331579833,0.5555555555555556,75,medium,0.25,24.43,2026-07-12T09:27:44
baseball,baseball_mlb,Washington Nationals vs New York Yankees,New York Yankees,1.93,0.559914628214841,1xBet,"Raw edge 18.0% | Score 96.0 | Consensus: elo, xg, form, market",0.17968142532133768,0.04177991318893415,0.5181347150259068,72,medium,0.25,21.68,2026-07-12T09:27:44
baseball,baseball_mlb,St. Louis Cardinals vs Atlanta Braves,St. Louis Cardinals,1.81,0.5960296462533552,BetAnything,"Raw edge 17.9% | Score 96.0 | Consensus: elo, xg, form, market",0.17932875018777605,0.043543458408051294,0.5524861878453039,75,medium,0.25,24.33,2026-07-12T09:48:35
baseball,baseball_mlb,Tampa Bay Rays vs Seattle Mariners,Tampa Bay Rays,1.79,0.6020061845000886,Matchbook,"Raw edge 18.0% | Score 96.0 | Consensus: elo, xg, form, market",0.1797060537499342,0.04334696662299364,0.5586592178770949,75,medium,0.25,24.55,2026-07-12T09:48:35
baseball,baseball_mlb,Pittsburgh Pirates vs Milwaukee Brewers,Pittsburgh Pirates,1.83,0.5882533947051463,BetOnline.ag,"Raw edge 17.9% | Score 96.0 | Consensus: elo, xg, form, market",0.17928797462037926,0.04180530727345233,0.5464480874316939,74,medium,0.25,23.04,2026-07-12T09:48:35
baseball,baseball_mlb,Baltimore Orioles vs Kansas City Royals,Baltimore Orioles,1.7,0.6342812996064223,LeoVegas (SE),"Raw edge 17.7% | Score 96.0 | Consensus: elo, xg, form, market",0.1771197410783918,0.04604600548877524,0.5882352941176471,79,medium,0.28,27.96,2026-07-12T10:03:55
baseball,baseball_mlb,Tampa Bay Rays vs Seattle Mariners,Tampa Bay Rays,1.79,0.6017661845000885,Matchbook,"Raw edge 17.9% | Score 96.0 | Consensus: elo, xg, form, market",0.17884685374993414,0.043106966622993514,0.5586592178770949,75,medium,0.25,24.42,2026-07-12T10:03:55
baseball,baseball_mlb,Washington Nationals vs New York Yankees,New York Yankees,1.92,0.5610627575022236,Matchbook,"Raw edge 17.8% | Score 96.0 | Consensus: elo, xg, form, market",0.1777721720316554,0.04022942416889019,0.5208333333333334,71,medium,0.25,20.99,2026-07-12T10:03:55
baseball,baseball_mlb,Baltimore Orioles vs Kansas City Royals,Baltimore Orioles,1.7,0.6349712996064224,LeoVegas (SE),"Raw edge 17.9% | Score 97.0 | Consensus: elo, xg, form, market",0.17946574107839197,0.04673600548877532,0.5882352941176471,79,medium,0.28,28.38,2026-07-12T10:13:50
baseball,baseball_mlb,Tampa Bay Rays vs Seattle Mariners,Tampa Bay Rays,1.79,0.6019461845000885,Matchbook,"Raw edge 17.9% | Score 96.0 | Consensus: elo, xg, form, market",0.17949125374993424,0.04328696662299358,0.5586592178770949,75,medium,0.25,24.52,2026-07-12T10:13:50
baseball,baseball_mlb,Pittsburgh Pirates vs Milwaukee Brewers,Pittsburgh Pirates,1.83,0.5875330509293214,BetOnline.ag,"Raw edge 17.8% | Score 96.0 | Consensus: elo, xg, form, market",0.17797105026170268,0.04108496349762747,0.5464480874316939,73,medium,0.25,22.65,2026-07-12T10:13:50
baseball,baseball_mlb,Baltimore Orioles vs Kansas City Royals,Baltimore Orioles,1.7,0.6343664422929705,Matchbook,"Raw edge 17.7% | Score 97.0 | Consensus: elo, xg, form, market",0.17733470932345274,0.04613114817532338,0.5882352941176471,79,medium,0.28,28.01,2026-07-12T10:30:32
baseball,baseball_mlb,San Francisco Giants vs Colorado Rockies,San Francisco Giants,1.74,0.6208915898810407,BetAnything,"Raw edge 17.9% | Score 97.0 | Consensus: elo, xg, form, market",0.1790436954492549,0.04617894620287977,0.5747126436781609,78,medium,0.27,27.15,2026-07-12T10:30:32
baseball,baseball_mlb,New York Mets vs Boston Red Sox,Boston Red Sox,1.86,0.5810061127825633,Marathon Bet,"Raw edge 18.0% | Score 96.0 | Consensus: elo, xg, form, market",0.1799213705015965,0.04337170418041281,0.5376344086021505,74,medium,0.25,23.45,2026-07-12T10:30:32
baseball,baseball_mlb,San Francisco Giants vs Colorado Rockies,San Francisco Giants,1.74,0.6210517507067991,BetAnything,"Raw edge 18.0% | Score 96.0 | Consensus: elo, xg, form, market",0.17998074518969953,0.04633910702863819,0.5747126436781609,78,medium,0.27,27.24,2026-07-12T10:58:02
baseball,baseball_mlb,Detroit Tigers vs Philadelphia Phillies,Detroit Tigers,1.91,0.5636774053226014,BetOnline.ag,"Raw edge 18.0% | Score 96.0 | Consensus: elo, xg, form, market",0.17998942870559698,0.04011719589851759,0.5235602094240838,71,medium,0.25,21.05,2026-07-12T10:58:02
baseball,baseball_mlb,San Francisco Giants vs Colorado Rockies,San Francisco Giants,1.73,0.6231065978615361,GTbets,"Raw edge 18.0% | Score 96.0 | Consensus: elo, xg, form, market",0.1798559324440494,0.045071915780611205,0.5780346820809249,78,medium,0.27,26.7,2026-07-12T11:07:33
baseball,baseball_mlb,Tampa Bay Rays vs Seattle Mariners,Tampa Bay Rays,1.79,0.6020790055222571,Matchbook,"Raw edge 17.9% | Score 97.0 | Consensus: elo, xg, form, market",0.1788569041015866,0.04341978764516219,0.5586592178770949,76,medium,0.25,24.6,2026-07-12T11:07:33
baseball,baseball_mlb,Texas Rangers vs Houston Astros,Texas Rangers,1.78,0.6063366031719966,BetOnline.ag,"Raw edge 18.0% | Score 96.0 | Consensus: elo, xg, form, market",0.17967764159438904,0.044538850363007754,0.5617977528089888,76,medium,0.25,25.41,2026-07-12T11:25:05
baseball,baseball_mlb,Tampa Bay Rays vs Seattle Mariners,Tampa Bay Rays,1.79,0.6021202717019555,Pinnacle,"Raw edge 17.9% | Score 96.0 | Consensus: elo, xg, form, market",0.17930512134281473,0.04346105382486054,0.5586592178770949,76,medium,0.25,24.62,2026-07-12T11:25:05
baseball,baseball_mlb,Washington Nationals vs New York Yankees,New York Yankees,1.93,0.5592806144701223,1xBet,"Raw edge 17.9% | Score 96.0 | Consensus: elo, xg, form, market",0.17945541041403446,0.04114589944421554,0.5181347150259068,71,medium,0.25,21.35,2026-07-12T11:25:05
baseball,baseball_mlb,Texas Rangers vs Houston Astros,Texas Rangers,1.78,0.6057229920038525,GTbets,"Raw edge 17.9% | Score 96.0 | Consensus: elo, xg, form, market",0.17859837024210368,0.043925239194863686,0.5617977528089888,76,medium,0.25,25.06,2026-07-12T11:47:29
baseball,baseball_mlb,Pittsburgh Pirates vs Milwaukee Brewers,Pittsburgh Pirates,1.83,0.5870497087268809,1xBet,"Raw edge 17.7% | Score 96.0 | Consensus: elo, xg, form, market",0.17737767430925078,0.04060162129518696,0.5464480874316939,73,medium,0.25,22.38,2026-07-12T11:47:29
baseball,baseball_mlb,Baltimore Orioles vs Kansas City Royals,Baltimore Orioles,1.7,0.6343291821919163,Pinnacle,"Raw edge 17.8% | Score 97.0 | Consensus: elo, xg, form, market",0.17777839205979018,0.046093888074269174,0.5882352941176471,79,medium,0.28,27.99,2026-07-12T12:03:46
baseball,baseball_mlb,Tampa Bay Rays vs Seattle Mariners,Tampa Bay Rays,1.78,0.6046942557403016,Betfair,"Raw edge 17.9% | Score 96.0 | Consensus: elo, xg, form, market",0.1788889524689561,0.04289650293131275,0.5617977528089888,76,medium,0.25,24.47,2026-07-12T12:03:46
baseball,baseball_mlb,St. Louis Cardinals vs Atlanta Braves,St. Louis Cardinals,1.8,0.5983267831162614,1xBet,"Raw edge 18.0% | Score 96.0 | Consensus: elo, xg, form, market",0.17969294071966524,0.04277122756070584,0.5555555555555556,75,medium,0.25,24.06,2026-07-12T12:03:46
football,Allsvenskan,Malmo FF vs IFK Goteborg,Malmo FF,1.4,0.8073437632229099,Pinnacle,"Raw edge 13.1% | Score 13.062955544773988 | Consensus: elo, xg, form, market",0.13062958810513692,0.0930580489371956,0.7142857142857143,100,low,0.81,30.0,2026-07-12T12:28:27
baseball,baseball_mlb,Baltimore Orioles vs Kansas City Royals,Baltimore Orioles,1.71,0.6327950513964603,Unibet (SE),"Raw edge 17.9% | Score 96.0 | Consensus: elo, xg, form, market",0.17941146943395592,0.04799972975903344,0.5847953216374269,80,medium,0.29,28.9,2026-07-12T12:28:27
baseball,baseball_mlb,Texas Rangers vs Houston Astros,Texas Rangers,1.78,0.6060092372507094,GTbets,"Raw edge 18.0% | Score 96.0 | Consensus: elo, xg, form, market",0.17964413782691424,0.04421148444172063,0.5617977528089888,76,medium,0.25,25.22,2026-07-12T12:28:27
baseball,baseball_mlb,Detroit Tigers vs Philadelphia Phillies,Detroit Tigers,1.91,0.5642541445878707,Matchbook,"Raw edge 18.0% | Score 96.0 | Consensus: elo, xg, form, market",0.17992606036362946,0.04069393516378694,0.5235602094240838,71,medium,0.25,21.35,2026-07-12T12:28:27
baseball,baseball_mlb,San Francisco Giants vs Colorado Rockies,San Francisco Giants,1.74,0.6208102981326965,BetAnything,"Raw edge 17.9% | Score 96.0 | Consensus: elo, xg, form, market",0.17925724878056526,0.04609765445453562,0.5747126436781609,78,medium,0.27,27.1,2026-07-12T13:01:04
baseball,baseball_mlb,Tampa Bay Rays vs Seattle Mariners,Tampa Bay Rays,1.76,0.6122908715918731,BetAnything,"Raw edge 18.0% | Score 97.0 | Consensus: elo, xg, form, market",0.1797152176411998,0.04410905341005489,0.5681818181818182,77,medium,0.26,25.54,2026-07-12T13:01:04
baseball,baseball_mlb,New York Mets vs Boston Red Sox,Boston Red Sox,1.85,0.5832629536981088,GTbets,"Raw edge 17.9% | Score 96.0 | Consensus: elo, xg, form, market",0.1790052672487359,0.042722413157568306,0.5405405405405405,74,medium,0.25,23.25,2026-07-12T13:01:04
baseball,baseball_mlb,San Francisco Giants vs Colorado Rockies,San Francisco Giants,1.74,0.6212185638420328,BetAnything,"Raw edge 18.0% | Score 96.0 | Consensus: elo, xg, form, market",0.179560321448351,0.046505920163871894,0.5747126436781609,78,medium,0.27,27.34,2026-07-12T13:08:48
baseball,baseball_mlb,New York Mets vs Boston Red Sox,Boston Red Sox,1.85,0.5830480936959146,BetOnline.ag,"Raw edge 17.9% | Score 96.0 | Consensus: elo, xg, form, market",0.1786443221526719,0.042507553155374134,0.5405405405405405,74,medium,0.25,23.13,2026-07-12T13:08:48
baseball,baseball_mlb,Tampa Bay Rays vs Seattle Mariners,Tampa Bay Rays,1.76,0.6130720200563012,BetAnything,"Raw edge 17.9% | Score 97.0 | Consensus: elo, xg, form, market",0.17949344584704452,0.044890201874483004,0.5681818181818182,77,medium,0.26,25.99,2026-07-12T13:25:31
baseball,baseball_mlb,Texas Rangers vs Houston Astros,Texas Rangers,1.78,0.6063037366422331,Pinnacle,"Raw edge 17.9% | Score 96.0 | Consensus: elo, xg, form, market",0.17889564703777294,0.044505983833244334,0.5617977528089888,76,medium,0.25,25.39,2026-07-12T13:25:31
baseball,baseball_mlb,New York Mets vs Boston Red Sox,Boston Red Sox,1.85,0.5835101150038412,BetAnything,"Raw edge 17.8% | Score 97.0 | Consensus: elo, xg, form, market",0.17848113292073564,0.04296957446330074,0.5405405405405405,74,medium,0.25,23.38,2026-07-12T13:25:31
baseball,baseball_mlb,Baltimore Orioles vs Kansas City Royals,Baltimore Orioles,1.71,0.6319375449521856,Unibet (SE),"Raw edge 18.0% | Score 96.0 | Consensus: elo, xg, form, market",0.17959239863903265,0.0471422233147587,0.5847953216374269,79,medium,0.28,28.38,2026-07-12T13:34:12
