datum_display,league,zapas,tip,market,kurz,prob_model,prob_market,prob_final,edge,market_edge,implied_prob,fair_odds,ev_eur,risk_level,lh,la,vklad,bookmaker,ai_prob,score
14.05.2026 19:00,La Liga,Valencia vs Vallecano,Over 2.5,totals,2.22,0.56476,0.45472,0.50305,0.11677,0.11005,0.45045,1.988,0.16,MEDIUM,2.031,0.916,1.37,Matchbook,,15.6506
15.05.2026 21:00,Premier League,Aston Villa vs Liverpool,1,h2h,2.85,0.40962,0.3235,0.40082,0.14235,0.08612,0.35088,2.495,0.14,MEDIUM,1.653,1.485,1.01,Winamax (DE),,15.1769
16.05.2026 15:30,Bundesliga,Freiburg vs RB Leipzig,1,h2h,2.78,0.39723,0.3534,0.40865,0.13605,0.04383,0.35971,2.447,0.14,MEDIUM,1.663,1.56,1.03,Betsson,,15.0754
16.05.2026 15:30,Bundesliga,St Pauli vs Wolfsburg,1,h2h,2.75,0.43314,0.33257,0.41204,0.1331,0.10056,0.36364,2.427,0.14,MEDIUM,1.724,1.452,1.03,Winamax (DE),,15.0547
14.05.2026 19:00,La Liga,Valencia vs Vallecano,1,h2h,2.23,0.62448,0.43268,0.51367,0.14549,0.19181,0.44843,1.947,0.16,MEDIUM,2.031,0.916,1.1,Betclic (FR),,14.019
