id,bet_id,external_event_id,opening_odds,closing_odds,clv_pct,bookmaker,closing_source_hash,calculated_at
184,44228,aa6adac8037636fada38fbc3c2eeb519,3.4,3.84,-0.11458,Pinnacle,d39e92a1b1270f7e5da3a9ff8f05468c,2026-08-30T10:49:26+00:00
185,49177,bf5bb55b764e72a4be4aba94a0f08fbf,4.0,3.85,0.03896,Coolbet,65592e5099b15a0ccaba8cbb6ab103b8,2026-08-30T10:49:26+00:00
186,42888,928dae3a36c4190cb2f18743e2946511,3.31,3.33,-0.00601,1xBet,159846b4dce35f814e7095128059af0e,2026-08-30T10:49:26+00:00
187,50819,95a1f5379ffc5210d43547f93c09904c,1.75,1.83,-0.04372,Pinnacle,cebf13eb822188fe9e8bab8a818c586c,2026-08-30T18:54:20+00:00
188,42897,43f4c1dc078f02c1aad587a1d7e59ea0,3.79,3.71,0.02156,Pinnacle,fa9b193ebf1235354355ea4c0a8baa47,2026-08-30T18:54:20+00:00
189,50732,ac00a0f9198e9e6446608a79b6a310af,1.4,2.55,-0.45098,Betsson,540720a9d198812e2bbbdc65dd73227c,2026-08-30T18:54:20+00:00
190,42581,69a49618d3f7a646e92462ab28c27111,3.8,3.34,0.13772,MyBookie.ag,cea31252e01e00fdc9d81a091ef69304,2026-08-30T18:54:21+00:00
191,50797,3aec0f1e1d85da95b9d27c75118ed652,1.46,3.08,-0.52597,Pinnacle,9e68ec8e1339df5f8ba21d1aa95f937b,2026-08-30T18:54:21+00:00
192,48530,fb42948d46e4d2a2a4aee52e6de2a19f,3.9,3.95,-0.01266,Coolbet,6e0c30417ae0d4bf7cf8f38d6da08aac,2026-08-31T11:58:46+00:00
193,43733,2cbb3b13e0f45309e0753fa7bb5be047,3.81,3.57,0.06723,Pinnacle,fd3cd8d606a71b1e948333cc2e9c5a7a,2026-08-31T11:58:46+00:00
194,51336,376262f548abdc9e31be4f1715003777,4.0,4.0,0.0,Matchbook,a6209a8fa40c1478d16e3a01af983e89,2026-08-31T11:58:46+00:00
195,42883,bbb9408b2825a8699540fe6f53325e17,4.0,4.5,-0.11111,Betfair,4ed9f09044d3e581605c5f202c0b4be6,2026-08-31T11:58:47+00:00
196,47010,f29414a883c613e703521cec008d3c84,3.9,3.5,0.11429,Tipico,a76ff9de3f38dd2e28d7fe1f1995ff69,2026-08-31T11:58:48+00:00
197,50309,0f8dbff5bc978914dc696a2e05f7997e,3.85,3.55,0.08451,Betfair,f3d8d470c8ac11c1ad43cac51ceabda4,2026-09-01T10:38:56+00:00
198,51659,dbfc02fdb7965bc717b8cedf7071c847,3.3,3.25,0.01538,Matchbook,56429f74782211b12fdebdf8fd195fd9,2026-09-01T10:38:56+00:00
199,51662,516bbb5603f1f3b37e144e670daecbea,3.25,3.55,-0.08451,Betfair,12897d48e0541f2e5a644064fd1e9d1a,2026-09-01T10:38:56+00:00
200,51278,415fa26679c00a9190eeb03ea00d6d24,3.85,3.3,0.16667,Betfair,003383792ca5440be59078b9f2c0e6db,2026-09-01T10:38:57+00:00
201,51412,c63860e2ed74efd017b436d0310d4eb0,3.9,3.85,0.01299,Matchbook,98640596db02023ad76c16aecfe6d9da,2026-09-01T10:38:57+00:00
202,49780,afe00ba61136be6e70dd0be4377ea55c,3.76,3.76,0.0,Marathon Bet,6440292d27df44498f8ec7d78e27998c,2026-09-01T10:38:57+00:00
203,51282,13816e79011bdf40653042249682f26c,3.9,3.6,0.08333,Tipico,b13bc07cd5b6d3f43ed2834d39ad6837,2026-09-01T10:38:57+00:00
204,52802,7a15733ff29a131fe00394f275ed107e,3.4,3.95,-0.13924,Matchbook,32f8689905ca9fdf28d7ee1d946258b9,2026-09-01T10:38:57+00:00
205,54142,5bfcd1d241104691c735111b35d572ba,2.96,3.45,-0.14203,Betfair,12b3adf102e64e857896d9157ef9fafb,2026-09-01T10:38:57+00:00
206,54865,36aa024f4e99f542373fbcb4006f3455,3.4,3.4,0.0,Matchbook,7bb0b112fb05ee45b1c2a1916e29b4e7,2026-09-01T10:38:57+00:00
