created_at,cycle_id,status,stages_completed,loop_state,loop_score,decision,monitor_score,errors_count,previous_result,previous_profit,runtime_health,latency_ms
2026-08-25T06:24:04.773116+00:00,1,READY,17,AUTONOMOUS_ACTIVE,0.992,EXECUTE_NOW,0.979,0,WIN,0.6625,1.0,18226
