datum_display,league,zapas,tip,market,kurz,prob_model,prob_market,prob_final,edge,market_edge,implied_prob,fair_odds,ev_eur,risk_level,lh,la,vklad,bookmaker,ai_prob,elo_diff,line_move_pct,meta_confidence,score,explanation
17.05.2026 21:00,Ligue 1,Nantes vs Toulouse,2,h2h,2.67,0.44564,0.36241,0.4279,0.1425,0.08323,0.37453,2.337,0.16,MEDIUM,1.546,1.86,1.13,Betclic (FR),,-50.23,0.03891,0.8349,16.4132,value edge 14.2% vs implied 37.5%; model 44.6% vs market 36.2%; market edge 8.3%; fair odds 2.337 vs offered 2.67; ELO diff -50; line movement +3.89%; meta confidence 83.5%; stake capped by bankroll/segment/risk limits at 1.13 EUR
17.05.2026 21:00,Ligue 1,Lille vs Auxerre,Under 2.5,totals,2.25,0.57437,0.44739,0.50326,0.13234,0.12698,0.44444,1.987,0.17,MEDIUM,1.415,0.967,1.29,Unibet (SE),,218.27,0.03687,0.8238,15.8739,value edge 13.2% vs implied 44.4%; model 57.4% vs market 44.7%; market edge 12.7%; fair odds 1.987 vs offered 2.25; ELO diff +218; line movement +3.69%; meta confidence 82.4%; stake capped by bankroll/segment/risk limits at 1.29 EUR
17.05.2026 12:00,Serie A,Roma vs Lazio,Under 2.5,totals,2.06,0.68274,0.48777,0.55437,0.142,0.19497,0.48544,1.804,0.16,MEDIUM,1.489,0.489,1.1,1xBet,,129.61,0.03518,0.783,14.1856,value edge 14.2% vs implied 48.5%; model 68.3% vs market 48.8%; market edge 19.5%; fair odds 1.804 vs offered 2.06; ELO diff +130; line movement +3.52%; meta confidence 78.3%; stake capped by bankroll/segment/risk limits at 1.10 EUR
