datum_display,league,zapas,tip,market,kurz,prob_model,prob_market,prob_final,edge,market_edge,implied_prob,fair_odds,ev_eur,risk_level,lh,la,vklad,bookmaker,ai_prob,score
13.05.2026 21:30,La Liga,Getafe vs Mallorca,1,h2h,2.4,0.53551,0.41271,0.47694,0.14465,0.1228,0.41667,2.097,0.19,MEDIUM,1.346,0.619,1.34,Marathon Bet,,15.9857
14.05.2026 19:00,La Liga,Valencia vs Vallecano,Over 2.5,totals,2.22,0.56476,0.46132,0.50567,0.12258,0.10344,0.45045,1.978,0.17,MEDIUM,2.031,0.916,1.41,Matchbook,,15.8334
13.05.2026 21:00,Ligue 1,Lens vs Paris SG,Under 2.5,totals,2.7,0.44165,0.3533,0.423,0.14211,0.08835,0.37037,2.364,0.16,MEDIUM,1.646,1.273,1.1,William Hill,,15.4229
15.05.2026 21:00,Premier League,Aston Villa vs Liverpool,1,h2h,2.85,0.40962,0.32611,0.40186,0.1453,0.08351,0.35088,2.488,0.15,MEDIUM,1.653,1.485,1.03,Winamax (DE),,15.2667
16.05.2026 15:30,Bundesliga,Freiburg vs RB Leipzig,1,h2h,2.78,0.39723,0.35339,0.40864,0.13603,0.04384,0.35971,2.447,0.14,MEDIUM,1.663,1.56,1.03,Betsson,,15.0748
16.05.2026 15:30,Bundesliga,St Pauli vs Wolfsburg,1,h2h,2.75,0.43314,0.33251,0.41201,0.13303,0.10062,0.36364,2.427,0.14,MEDIUM,1.724,1.452,1.03,Winamax (DE),,15.0527
13.05.2026 21:30,La Liga,Alaves vs Barcelona,2,h2h,2.16,0.66093,0.44776,0.53145,0.14794,0.21317,0.46296,1.882,0.15,MEDIUM,1.33,2.711,1.03,Coolbet,,13.5552
14.05.2026 19:00,La Liga,Valencia vs Vallecano,1,h2h,2.25,0.62448,0.42028,0.50876,0.14472,0.2042,0.44444,1.966,0.15,MEDIUM,2.031,0.916,1.01,William Hill,,13.5151
