datum_display,league,zapas,tip,market,kurz,prob_model,prob_market,prob_final,edge,market_edge,implied_prob,fair_odds,ev_eur,risk_level,lh,la,vklad,bookmaker,ai_prob,elo_diff,line_move_pct,meta_confidence,score,explanation
17.05.2026 21:00,Ligue 1,Nantes vs Toulouse,2,h2h,2.66,0.44564,0.3646,0.42877,0.14053,0.08104,0.37594,2.332,0.16,MEDIUM,1.546,1.86,1.13,Pinnacle,,-50.23,0.01141,0.8322,16.358,value edge 14.1% vs implied 37.6%; model 44.6% vs market 36.5%; market edge 8.1%; fair odds 2.332 vs offered 2.66; ELO diff -50; line movement +1.14%; meta confidence 83.2%; stake capped by bankroll/segment/risk limits at 1.13 EUR
17.05.2026 21:00,Ligue 1,Lille vs Auxerre,Under 2.5,totals,2.23,0.57437,0.44387,0.50187,0.11917,0.13049,0.44843,1.993,0.14,MEDIUM,1.415,0.967,1.21,Unibet (SE),,218.27,0.02765,0.7982,15.2789,value edge 11.9% vs implied 44.8%; model 57.4% vs market 44.4%; market edge 13.0%; fair odds 1.993 vs offered 2.23; ELO diff +218; line movement +2.77%; meta confidence 79.8%; stake capped by bankroll/segment/risk limits at 1.21 EUR
