datum_display,league,zapas,tip,market,kurz,prob_model,prob_market,prob_final,edge,market_edge,implied_prob,fair_odds,ev_eur,risk_level,lh,la,vklad,bookmaker,ai_prob,elo_diff,line_move_pct,meta_confidence,score,explanation
17.05.2026 21:00,Ligue 1,Nantes vs Toulouse,2,h2h,2.67,0.44564,0.36329,0.42825,0.14343,0.08235,0.37453,2.335,0.16,MEDIUM,1.546,1.86,1.13,BetOnline.ag,,-50.23,0.0,0.7538,16.1175,value edge 14.3% vs implied 37.5%; model 44.6% vs market 36.3%; market edge 8.2%; fair odds 2.335 vs offered 2.67; ELO diff -50; line movement +0.00%; meta confidence 75.4%; stake capped by bankroll/segment/risk limits at 1.13 EUR
17.05.2026 21:00,Ligue 1,Lille vs Auxerre,Under 2.5,totals,2.2,0.57437,0.43971,0.50022,0.10049,0.13465,0.45455,1.999,0.12,MEDIUM,1.415,0.967,1.19,Tipico,,218.27,0.02326,0.7614,15.2152,value edge 10.0% vs implied 45.5%; model 57.4% vs market 44.0%; market edge 13.5%; fair odds 1.999 vs offered 2.2; ELO diff +218; line movement +2.33%; meta confidence 76.1%; stake capped by bankroll/segment/risk limits at 1.19 EUR
17.05.2026 12:00,Serie A,Roma vs Lazio,Under 2.5,totals,2.06,0.68274,0.48978,0.55516,0.14363,0.19297,0.48544,1.801,0.16,MEDIUM,1.489,0.489,1.11,1xBet,,129.61,0.03518,0.7842,14.3125,value edge 14.4% vs implied 48.5%; model 68.3% vs market 49.0%; market edge 19.3%; fair odds 1.801 vs offered 2.06; ELO diff +130; line movement +3.52%; meta confidence 78.4%; stake capped by bankroll/segment/risk limits at 1.11 EUR
