datum_display,league,zapas,tip,market,kurz,prob_model,prob_market,prob_final,edge,market_edge,implied_prob,fair_odds,ev_eur,risk_level,lh,la,vklad,bookmaker,ai_prob,score
09.05.2026 18:30,Bundesliga,Wolfsburg vs Bayern Munich,2,h2h,1.58,0.81885,0.59973,0.78598,0.24185,0.21912,0.63291,1.272,7.26,HIGH,1.199,3.709,30.0,Codere (IT),0.56492,37.729
08.05.2026 20:30,Bundesliga,Dortmund vs Ein Frankfurt,1,h2h,1.75,0.74008,0.56443,0.71374,0.24904,0.17565,0.57143,1.401,6.61,HIGH,3.125,1.251,26.56,1xBet,0.56492,37.1698
10.05.2026 16:45,Eredivisie,For Sittard vs Zwolle,Over 2.5,totals,1.52,0.8291,0.61945,0.79765,0.21243,0.20965,0.65789,1.254,6.37,HIGH,2.934,1.591,30.0,Nordic Bet,0.56492,35.6648
09.05.2026 18:30,La Liga,Ath Madrid vs Celta,Over 2.5,totals,1.75,0.65635,0.55168,0.64065,0.12114,0.10467,0.57143,1.561,1.57,MEDIUM,2.195,1.185,12.92,1xBet,0.56492,25.7034
